ID da resposta,genero,raca,deficiencia,idade,civil,filhos,religiao,politica,escolarizacao,escol_pai,profissao_pai,escol_mae,profissao_mae,gde_area,disciplina,uf,localizacao,cat_adm,org_acad,tempo_institu,capes,cons_empresas,cons_gov,cons_ag_fomento,atu_com_regu,atu_com_pesq,coord_gp,part_gp,coord_pg,coord_grad,soc_c_nacio,soc_c_inter,ABC,SBPC,publi_liv_tec,publi_liv_geral,patentes,publi_art_c,parecer_rev,part_event_c,org_event_c,divulga_c,curso_com_ext,p_teorica,p_experimental,p_laboratorio,p_empirca,p_aplicada,p_tecnologica,p_campo,p_demanda,p_outros,docencia,pos_lato_s,pos_stricto_s,extensao,projeto_pesq,administracao,orienta_grad,orienta_stricto_s,orienta_lato_s,medicina,fisioterapia,biologia,geologia,sociologia,historia,psicologia,filosofia,letras,artes,economia,administracao,direito,matematica,fisica,quimica,computacao,eng_prod,eng_mec,agronomia,zootecnia,coment_finais
465,Feminino,Branca,Não,59,Casada/o,2,Evangélico,De esquerda,particular,ensino superior,serviços profissionais,ensino médio,dona de casa,Ciências Humanas,História,Rio Grande do Sul,Na capital,Pública Federal,Universidade,39,6,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,3,3,5 - Muito,0 - Não atua,5 - Muito,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,4,5 - Muito,3,3,5 - Muito,5 - Muito,5 - Muito,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
466,Masculino,Branca,Não,51,Casada/o,2,Ateísmo,De esquerda,particular,ensino superior,serviços administrativos,ensino básico,serviços comerciais,Ciências Humanas,Educação,Rio Grande do Sul,Na capital,Pública Federal,Universidade,9,6,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,,3,0 - Não atua,4,1 - Pouco,4,4,3,5 - Muito,0 - Não atua,2,3,5 - Muito,5 - Muito,3,2,3,1 - Pouco,2,1 - Pouco,2,2,1 - Pouco,3,5 - Muito,5 - Muito,4,4,4,4,4,
467,Masculino,Branca,Não,64,Casada/o,1,Sem religião,De esquerda,particular,ensino superior,serviços profissionais,ensino superior,funcionária pública,Ciências Sociais aplicadas,Economia,Rio Grande do Sul,Na capital,Pública Federal,Universidade,31,5,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,0 - Não atua,0 - Não atua,4,0 - Não atua,5 - Muito,0 - Não atua,0 - Não atua,0 - Não atua,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,5 - Muito,3,4,5 - Muito,5 - Muito,5 - Muito,4,4,4,5 - Muito,5 - Muito,
468,Feminino,Branca,Não,52,Casada/o,1,Sem religião,De esquerda,publica,ensino básico,setor agrícola,pós-graduação,educação,Ciências Humanas,Interdisciplinar,Rio Grande do Sul,Na capital,Pública Federal,Universidade,11,6,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,4,3,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
469,Masculino,Branca,Não,54,Casada/o,2,Sem religião,De esquerda,publica,ensino superior,serviços administrativos,ensino básico,dona de casa,Ciências Humanas,Sociologia,Rio Grande do Sul,Na capital,Pública Federal,Universidade,23,7,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,,3,0 - Não atua,3,2,3,3,3,3,0 - Não atua,4,4,5 - Muito,5 - Muito,4,4,3,Não é ciência,3,Não é ciência,4,3,Não é ciência,5 - Muito,5 - Muito,5 - Muito,3,3,3,4,4,
470,Masculino,Branca,Não,41,União estável,0,Agnosticismo,De esquerda,particular,ensino superior,serviços administrativos,ensino médio,dona de casa,Ciências da Natureza,Agronomia,Rio Grande do Sul,No interior,Privada sem fins lucrativos,Universidade,10,4,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,,2,0 - Não atua,2,0 - Não atua,5 - Muito,1 - Pouco,4,2,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,2,5 - Muito,1 - Pouco,2,2,2,2,2,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,3,2,2,5 - Muito,4,
471,Masculino,Prefiro não responder,Não,60,Divorciada/o,1,Sem religião,De centro,publica,pós-graduação,serviços administrativos,ensino superior,educação,Ciências Sociais aplicadas,Comunicação social,Rio Grande do Sul,Na capital,Privada sem fins lucrativos,Universidade,35,5,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,,4,4,0 - Não atua,0 - Não atua,5 - Muito,0 - Não atua,1 - Pouco,4,0 - Não atua,4,3,3,3,2,2,2,Não é ciência,Não é ciência,Não é ciência,3,Não é ciência,Não é ciência,5 - Muito,5 - Muito,5 - Muito,Não é ciência,Não é ciência,Não é ciência,3,3,
473,Masculino,Prefiro não responder,Não,62,Solteira/o,2,Outros,De centro,publica,pós-graduação,serviços profissionais,ensino básico,dona de casa,Ciências Sociais aplicadas,Administração,Rio de Janeiro,Na capital,Pública Federal,Universidade,40,6,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,,4,3,4,1 - Pouco,2,1 - Pouco,0 - Não atua,5 - Muito,0 - Não atua,5 - Muito,3,5 - Muito,3,2,3,3,2,2,2,4,3,2,5 - Muito,5 - Muito,4,5 - Muito,3,3,4,4,
474,Masculino,Branca,Não,65,Casada/o,1,Evangélico,De direita,publica,ensino médio,serviços administrativos,ensino básico,dona de casa,Ciências Agrárias,Ciência animal,Paraná,No interior,Pública Estadual,Universidade,36,6,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,,4,0 - Não atua,5 - Muito,1 - Pouco,5 - Muito,4,3,5 - Muito,0 - Não atua,5 - Muito,4,4,3,2,2,4,1 - Pouco,1 - Pouco,1 - Pouco,1 - Pouco,Não é ciência,Não é ciência,5 - Muito,5 - Muito,5 - Muito,3,4,4,5 - Muito,5 - Muito,Nada a acrescentar.
475,Masculino,Branca,Não,49,Casada/o,1,Sem religião,De centro,publica,ensino médio,educação,ensino básico,dona de casa,Ciências Sociais aplicadas,Direito,Santa Catarina,No interior,Privada sem fins lucrativos,Universidade,22,4,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,,2,1 - Pouco,5 - Muito,1 - Pouco,5 - Muito,5 - Muito,1 - Pouco,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,3,4,1 - Pouco,3,Não é ciência,4,3,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,4,4,"Um comentário sobre duas perguntas do questionário:

a) A questão sobre posições políticas deveria ter um leque maior de opções, por exemplo: centro-esquerda, centro-direita, extrema-esquerda, extrema-direita;
b) A pergunta sobre o grau de cientificidade das áreas do conhecimento humano sem antes questionar a concepção de ciência que o entrevistado possui pode gerar distorções nos resultados.

"
476,Masculino,Branca,Não,35,União estável,0,Católico,De esquerda,particular,ensino superior,serviços administrativos,ensino superior,dona de casa,Ciências Exatas,Computação,Rio de Janeiro,Na capital,Pública Federal,Universidade,7,7,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,,4,5 - Muito,2,3,5 - Muito,3,4,5 - Muito,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
477,Feminino,Parda,Não,40,União estável,1,Espiritismo,De esquerda,publica,ensino médio,serviços técnicos,ensino médio,dona de casa,Ciências Agrárias,Ciências dos alimentos,Rio de Janeiro,Na capital,Pública Federal,Universidade,7,6,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,,4,0 - Não atua,4,2,5 - Muito,4,5 - Muito,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,3,3,3,Não é ciência,5 - Muito,5 - Muito,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
478,Masculino,Branca,Não,42,Casada/o,1,Agnosticismo,De esquerda,particular,ensino básico,serviços profissionais,pós-graduação,educação,Ciências da Natureza,Biologia,Minas Gerais,Na capital,Pública Federal,Universidade,6,6,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,In silico,4,0 - Não atua,4,1 - Pouco,5 - Muito,3,4,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,4,4,
479,Masculino,Parda,Não,45,Casada/o,2,Afro-brasileira,De esquerda,publica,ensino básico,serviços comerciais,ensino básico,dona de casa,Ciências Humanas,Sociologia,São Paulo,No interior,Pública Federal,Universidade,13,6,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,,5 - Muito,0 - Não atua,5 - Muito,3,5 - Muito,5 - Muito,3,5 - Muito,0 - Não atua,4,4,5 - Muito,5 - Muito,5 - Muito,4,5 - Muito,3,3,1 - Pouco,4,2,2,3,5 - Muito,5 - Muito,2,2,2,3,3,
480,Masculino,Branca,Não,57,Casada/o,2,Católico,De esquerda,publica,ensino básico,serviços técnicos,ensino médio,serviços comerciais,Ciências Agrárias,Engenharia florestal,Paraná,Na capital,Pública Federal,Universidade,28,4,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,,2,0 - Não atua,2,0 - Não atua,3,0 - Não atua,1 - Pouco,4,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,Desejo êxito e bons resultados em sua pesquisa.
481,Masculino,Prefiro não responder,Não,63,Divorciada/o,2,Ateísmo,De esquerda,publica,ensino superior,serviços profissionais,ensino superior,serviços profissionais,Ciências Humanas,História,Rio de Janeiro,Na capital,Pública Federal,Universidade,19,6,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,,3,0 - Não atua,4,2,5 - Muito,0 - Não atua,0 - Não atua,4,0 - Não atua,5 - Muito,1 - Pouco,5 - Muito,5 - Muito,4,Não é ciência,Não é ciência,Não é ciência,Não é ciência,Não é ciência,Não é ciência,Não é ciência,Não é ciência,5 - Muito,5 - Muito,5 - Muito,Não é ciência,4,4,4,4,
482,Masculino,Parda,Não,53,Casada/o,2,Sem religião,De esquerda,publica,ensino básico,setor agrícola,ensino básico,setor agrícola,Engenharias,Engenharia mecânica,Rio de Janeiro,Na capital,Pública Federal,Universidade,25,7,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,4,0 - Não atua,4,1 - Pouco,5 - Muito,4,4,4,0 - Não atua,4,4,5 - Muito,4,4,4,4,4,4,4,4,4,4,5 - Muito,5 - Muito,5 - Muito,4,3,4,4,4,
483,Masculino,Branca,Não,43,Casada/o,1,Budismo,De esquerda,publica,ensino médio,serviços comerciais,ensino superior,serviços profissionais,Ciências Sociais aplicadas,Comunicação social,Rio Grande do Sul,Na capital,Pública Federal,Universidade,5,5,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,,5 - Muito,0 - Não atua,4,1 - Pouco,3,4,1 - Pouco,5 - Muito,0 - Não atua,3,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,5 - Muito,3,3,3,1 - Pouco,3,5 - Muito,5 - Muito,5 - Muito,3,1 - Pouco,1 - Pouco,3,3,
484,Feminino,Branca,Não,72,Divorciada/o,3+,Católico,De esquerda,particular,ensino superior,funcionário público,ensino médio,dona de casa,Ciências Humanas,Ciência política,Minas Gerais,Na capital,Pública Federal,Universidade,13,7,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,,4,0 - Não atua,4,4,4,5 - Muito,3,5 - Muito,0 - Não atua,5 - Muito,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,3,2,Não é ciência,3,2,2,Não é ciência,5 - Muito,5 - Muito,2,2,4,4,4,
485,Feminino,Branca,Não,46,Casada/o,2,Católico,De centro,particular,ensino médio,serviços administrativos,ensino superior,serviços administrativos,Ciências da Saúde,Farmacologia,Rio Grande do Sul,Na capital,Pública Federal,Universidade,15,7,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,3,0 - Não atua,3,0 - Não atua,4,4,4,4,0 - Não atua,4,3,4,4,3,3,3,3,3,2,2,3,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,4,4,
486,Masculino,Branca,Não,43,Casada/o,2,Sem religião,De centro,particular,ensino médio,serviços profissionais,ensino médio,educação,Ciências Exatas,Física,Minas Gerais,Na capital,Pública Federal,Universidade,11,7,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,4,0 - Não atua,3,1 - Pouco,4,3,4,5 - Muito,0 - Não atua,4,4,5 - Muito,5 - Muito,5 - Muito,4,3,4,3,3,4,4,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,5 - Muito,5 - Muito,
488,Masculino,Branca,Não,53,Casada/o,2,Ateísmo,De esquerda,publica,ensino básico,serviços comerciais,ensino médio,serviços comerciais,Ciências Exatas,Física,Rio Grande do Sul,Na capital,Pública Federal,Universidade,25,7,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,5 - Muito,0 - Não atua,1 - Pouco,5 - Muito,5 - Muito,2,3,5 - Muito,0 - Não atua,3,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,Não é ciência,Não é ciência,Não é ciência,3,2,Não é ciência,5 - Muito,5 - Muito,5 - Muito,4,4,4,5 - Muito,5 - Muito,"Ateísmo não é ""credo religioso"", é sua ausência."
489,Masculino,Parda,Não,49,Casada/o,1,Evangélico,De esquerda,particular,ensino superior,serviços comerciais,ensino superior,educação,Ciências Humanas,Educação,Rio de Janeiro,Na capital,Pública Federal,Universidade,17,6,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,,1 - Pouco,0 - Não atua,5 - Muito,3,5 - Muito,5 - Muito,3,5 - Muito,0 - Não atua,3,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,5 - Muito,3,3,5 - Muito,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,3,3,3,3,
490,Masculino,Branca,Não,53,União estável,3+,Ateísmo,De centro,particular,ensino superior,serviços profissionais,ensino médio,educação,Engenharias,Engenharia mecânica,Santa Catarina,Na capital,Pública Federal,Universidade,22,6,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,4,2,4,5 - Muito,5 - Muito,5 - Muito,4,5 - Muito,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,Não é ciência,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,"Todas as áreas do conhecimento listadas acima (com exceção das artes) apresentam forte embasamento científico. Como é natural em todas estas áreas do conhecimento, o desenvolvimento e aplicação do conhecimento pode se dar com foco na ciência, ou seja, nos fundamentos, ou nas aplicação, ou seja, na utilização dos princípios da ciência para a solução dos problemas da sociedade. Esta escolha de foco é do indivíduo, ou seja, não é característica da área, mas do foco de quem se dedica à área do conhecimento. Portanto, não entendo qual a validade ou interesse da pergunta acima. "
492,Feminino,Branca,Não,55,Solteira/o,0,Espiritismo,De esquerda,particular,ensino superior,serviços profissionais,ensino médio,dona de casa,Ciências Humanas,Antropologia,Rio Grande do Sul,No interior,Pública Federal,Universidade,23,4,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,,5 - Muito,2,5 - Muito,5 - Muito,4,2,1 - Pouco,3,2,5 - Muito,Não é ciência,5 - Muito,2,5 - Muito,5 - Muito,Não é ciência,Não é ciência,Não é ciência,Não é ciência,5 - Muito,Não é ciência,Não é ciência,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,
493,Feminino,Branca,Não,49,Solteira/o,0,Sem religião,De esquerda,publica,ensino superior,educação,ensino básico,dona de casa,Ciências Exatas,Química,Rio Grande do Sul,Na capital,Pública Federal,Universidade,14,7,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,,5 - Muito,5 - Muito,0 - Não atua,3,5 - Muito,3,4,5 - Muito,0 - Não atua,5 - Muito,1 - Pouco,5 - Muito,5 - Muito,1 - Pouco,1 - Pouco,1 - Pouco,1 - Pouco,1 - Pouco,1 - Pouco,1 - Pouco,1 - Pouco,1 - Pouco,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,Foi um difícil responder esta última pergunta. Me dei conta de que não sei definir quais disciplinas se relacionam com mais ou menos científicas. respondi empiricamente.
494,Masculino,Branca,Não,63,Casada/o,2,Sem religião,De esquerda,particular,ensino superior,serviços profissionais,ensino superior,serviços profissionais,Ciências Exatas,Física,Minas Gerais,Na capital,Pública Federal,Universidade,33,7,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,2,5 - Muito,0 - Não atua,0 - Não atua,5 - Muito,0 - Não atua,4,4,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,2,2,5 - Muito,2,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,2,2,5 - Muito,5 - Muito,
495,Masculino,Branca,Não,57,Casada/o,2,Sem religião,De esquerda,particular,ensino médio,serviços comerciais,ensino médio,dona de casa,Ciências Humanas,Ciência política,Minas Gerais,Na capital,Privada sem fins lucrativos,Universidade,23,5,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,,4,0 - Não atua,2,0 - Não atua,4,0 - Não atua,1 - Pouco,3,0 - Não atua,4,4,5 - Muito,5 - Muito,4,4,4,4,3,1 - Pouco,4,4,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,3,4,4,
496,Feminino,Branca,Não,71,Viuva/o,1,Católico,De centro,publica,ensino básico,serviços profissionais,ensino médio,serviços administrativos,Ciências Exatas,Engenharia de produção,Rio de Janeiro,Na capital,Pública Federal,Universidade,28,4,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,0 - Não atua,1 - Pouco,2,0 - Não atua,5 - Muito,1 - Pouco,0 - Não atua,4,0 - Não atua,5 - Muito,4,5 - Muito,5 - Muito,4,4,4,5 - Muito,4,4,5 - Muito,4,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
498,Feminino,Branca,Não,58,Solteira/o,1,Sem religião,De esquerda,publica,ensino básico,serviços comerciais,ensino médio,educação,Ciências da Natureza,Bioquímica,Rio Grande do Sul,No interior,Pública Federal,Universidade,30,6,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,2,0 - Não atua,3,0 - Não atua,4,4,3,3,0 - Não atua,4,4,5 - Muito,5 - Muito,4,4,4,4,3,3,3,3,3,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,.
499,Feminino,Branca,Não,64,Casada/o,2,Católico,De centro,publica,ensino básico,setor agrícola,ensino básico,dona de casa,Ciências da Natureza,Agronomia,Paraná,No interior,Pública Estadual,Universidade,30,5,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,,5 - Muito,5 - Muito,4,4,5 - Muito,4,2,3,4,5 - Muito,3,5 - Muito,5 - Muito,3,3,3,3,3,3,3,3,3,4,5 - Muito,5 - Muito,3,3,3,5 - Muito,5 - Muito,
500,Masculino,Branca,Não,64,Casada/o,1,Agnosticismo,De esquerda,publica,ensino básico,artífice-técnico,ensino básico,dona de casa,Ciências Exatas,Física,Paraná,No interior,Pública Estadual,Universidade,39,4,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,2,0 - Não atua,3,0 - Não atua,5 - Muito,2,1 - Pouco,4,0 - Não atua,1 - Pouco,1 - Pouco,5 - Muito,3,4,4,2,5 - Muito,4,2,2,1 - Pouco,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,2,1 - Pouco,2,3,3,
501,Masculino,Branca,Não,41,Casada/o,1,Sem religião,De esquerda,publica,ensino médio,setor agrícola,ensino básico,setor agrícola,Ciências Humanas,Sociologia,Rio Grande do Sul,Na capital,Pública Federal,Universidade,4,7,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,,3,0 - Não atua,5 - Muito,1 - Pouco,5 - Muito,1 - Pouco,3,4,0 - Não atua,5 - Muito,Não é ciência,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,2,2,5 - Muito,2,2,5 - Muito,5 - Muito,5 - Muito,2,2,2,5 - Muito,2,
502,Masculino,Branca,Não,45,Casada/o,1,Sem religião,De centro,publica,ensino médio,serviços comerciais,ensino superior,serviços técnicos,Ciências Exatas,Matemática,Rio de Janeiro,Na capital,Pública Federal,Universidade,16,5,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,5 - Muito,2,4,1 - Pouco,5 - Muito,4,2,4,0 - Não atua,5 - Muito,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,4,2,3,3,2,5 - Muito,5 - Muito,5 - Muito,4,3,3,3,5 - Muito,
503,Feminino,Branca,Não,50,Solteira/o,0,Evangélico,De esquerda,particular,ensino médio,serviços profissionais,ensino médio,funcionária pública,Ciências Humanas,Educação,Paraná,No interior,Pública Estadual,Universidade,22,4,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,,5 - Muito,1 - Pouco,5 - Muito,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,5 - Muito,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,Não é ciência,5 - Muito,Não é ciência,5 - Muito,5 - Muito,Não é ciência,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
